File Name:	PMMA_DE_6mm_60Kmin_4mg_R2.txt
Version: 8.3.7.3
Date:	13 Aug 2024
Operator:	KH
Test ID:	PMMA_DE_6mm_4mg_60K_R2
Sample ID:	PMMA_DE_6mm_4mg
Sample Mass (mg):	4.0500
Sample Cup Mass (mg):	184.2700
End Total Mass (mg):
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	100.127
Baseline O2:	20.280
Instrument ID:
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
0.000	75.032	80.062	19.974	100.127	20.298	-9.942	-0.049	899.945
0.500	75.030	80.061	19.972	100.106	20.276	-8.284	-0.004	899.854
1.000	75.072	80.059	19.974	100.084	20.256	-6.845	0.040	899.921
1.500	75.064	80.059	19.973	100.081	20.235	-5.377	0.033	899.902
2.001	75.104	80.058	19.974	100.120	20.216	-3.977	0.032	899.920
2.500	75.130	80.060	19.972	100.207	20.203	-3.011	0.067	899.877
3.000	75.230	80.055	19.973	100.326	20.193	-2.265	0.126	899.829
3.500	75.186	80.061	19.973	100.474	20.186	-1.649	0.055	899.874
4.000	75.265	80.060	19.976	100.621	20.179	-1.118	0.035	900.013
4.500	75.380	80.057	19.974	100.734	20.175	-0.806	0.194	899.862
5.000	75.435	80.058	19.975	100.801	20.172	-0.984	0.171	899.892
5.500	75.507	80.055	19.975	100.831	20.166	-1.559	0.128	899.918
6.000	75.604	80.056	19.975	100.837	20.168	-3.492	0.169	899.926
6.501	75.675	80.056	19.974	100.835	20.163	-5.415	0.167	899.872
7.001	75.778	80.054	19.974	100.835	20.161	-7.577	0.174	899.882
7.500	75.862	80.057	19.974	100.835	20.163	-9.869	0.187	899.848
8.001	75.960	80.057	19.974	100.843	20.160	-11.415	0.182	899.851
8.500	76.092	80.054	19.974	100.854	20.163	-12.659	0.230	899.856
9.000	76.226	80.057	19.973	100.862	20.161	-12.642	0.266	899.829
9.500	76.341	80.058	19.973	100.865	20.163	-12.385	0.250	899.858
10.000	76.480	80.058	19.973	100.865	20.155	-11.273	0.255	899.827
10.501	76.606	80.057	19.975	100.864	20.141	-9.656	0.264	899.859
11.000	76.777	80.055	19.974	100.859	20.115	-7.128	0.296	899.805
11.500	76.926	80.056	19.974	100.855	20.086	-4.485	0.320	899.831
12.000	77.115	80.058	19.974	100.859	20.058	-1.812	0.338	899.840
12.500	77.262	80.055	19.973	100.895	20.034	0.576	0.336	899.826
13.001	77.465	80.055	19.974	100.982	20.016	2.451	0.350	899.848
13.501	77.715	80.055	19.974	101.133	20.005	3.764	0.453	899.795
14.000	77.943	80.056	19.973	101.320	20.006	4.216	0.478	899.823
14.500	78.188	80.057	19.974	101.507	20.004	4.949	0.473	899.802
15.000	78.475	80.058	19.974	101.660	20.011	4.878	0.532	899.801
15.500	78.751	80.057	19.974	101.752	20.010	5.267	0.562	899.781
16.001	79.049	80.057	19.975	101.773	20.014	5.350	0.574	899.799
16.501	79.341	80.056	19.976	101.749	20.020	5.244	0.591	899.767
17.000	79.706	80.057	19.975	101.711	20.019	5.649	0.657	899.757
17.501	80.048	80.057	19.974	101.672	20.032	4.933	0.707	899.756
18.001	80.404	80.056	19.973	101.634	20.048	3.973	0.698	899.744
18.501	80.797	80.059	19.974	101.604	20.050	4.137	0.749	899.783
19.001	81.145	80.059	19.973	101.575	20.053	4.285	0.741	899.771
19.501	81.563	80.058	19.973	101.542	20.071	3.241	0.767	899.760
20.001	81.948	80.061	19.973	101.505	20.077	3.174	0.803	899.746
20.501	82.356	80.059	19.973	101.471	20.089	2.558	0.793	899.730
21.001	82.755	80.059	19.972	101.432	20.083	3.384	0.807	899.749
21.501	83.223	80.058	19.974	101.393	20.089	3.158	0.867	899.729
22.001	83.617	80.055	19.975	101.360	20.094	3.008	0.862	899.705
22.500	84.065	80.055	19.974	101.332	20.099	2.801	0.843	899.717
23.000	84.489	80.058	19.974	101.307	20.106	2.481	0.873	899.671
23.500	84.950	80.058	19.973	101.282	20.110	2.373	0.885	899.702
24.000	85.388	80.058	19.973	101.261	20.111	2.531	0.899	899.709
24.500	85.861	80.057	19.975	101.238	20.116	2.515	0.910	899.684
25.001	86.337	80.056	19.973	101.215	20.120	2.651	0.948	899.729
25.501	86.826	80.060	19.974	101.194	20.123	2.686	0.965	899.717
26.000	87.244	80.059	19.974	101.171	20.128	2.466	0.908	899.674
26.500	87.747	80.057	19.973	101.148	20.140	1.647	0.921	899.692
27.001	88.189	80.058	19.974	101.122	20.134	2.256	0.944	899.735
27.501	88.705	80.056	19.975	101.097	20.131	2.474	0.958	899.698
28.001	89.257	80.052	19.976	101.069	20.136	2.144	1.070	899.659
28.500	89.643	80.061	19.972	101.047	20.146	1.455	0.939	899.628
29.000	90.176	80.059	19.974	101.032	20.154	1.005	0.918	899.711
29.501	90.741	80.056	19.974	101.022	20.149	1.528	1.097	899.634
30.001	91.247	80.054	19.973	101.010	20.151	1.492	1.072	899.542
30.500	91.800	80.049	19.976	100.997	20.157	1.105	1.059	899.630
31.001	92.203	80.058	19.972	100.980	20.157	1.242	0.956	899.652
31.501	92.688	80.059	19.975	100.958	20.157	1.387	0.888	899.649
32.001	93.175	80.060	19.973	100.928	20.158	1.346	0.972	899.560
32.500	93.740	80.057	19.974	100.902	20.154	1.713	1.053	899.612
33.000	94.261	80.056	19.974	100.883	20.159	1.376	1.086	899.584
33.500	94.741	80.056	19.973	100.873	20.160	1.310	1.001	899.585
34.000	95.282	80.056	19.974	100.865	20.166	0.929	1.021	899.597
34.501	95.772	80.056	19.973	100.867	20.165	1.091	1.030	899.611
35.001	96.288	80.061	19.972	100.869	20.169	0.874	1.006	899.622
35.501	96.824	80.059	19.974	100.866	20.168	1.074	1.052	899.667
36.001	97.292	80.060	19.974	100.852	20.176	0.523	1.004	899.601
36.501	97.936	80.058	19.974	100.839	20.171	0.910	1.113	899.555
37.001	98.418	80.058	19.977	100.833	20.177	0.440	1.126	899.694
37.501	98.873	80.060	19.973	100.825	20.178	0.433	0.937	899.568
38.001	99.419	80.058	19.974	100.817	20.183	0.167	1.002	899.573
38.500	99.997	80.057	19.975	100.812	20.186	0.035	1.124	899.549
39.001	100.539	80.055	19.975	100.802	20.176	0.906	1.119	899.478
39.501	101.029	80.059	19.975	100.794	20.190	0.021	1.032	899.543
40.000	101.579	80.059	19.974	100.795	20.182	0.694	1.040	899.498
40.500	102.094	80.059	19.974	100.794	20.184	0.565	1.066	899.517
41.000	102.622	80.057	19.974	100.790	20.188	0.228	1.043	899.513
41.500	103.106	80.061	19.974	100.787	20.187	0.311	1.012	899.580
42.001	103.671	80.059	19.974	100.780	20.187	0.351	1.049	899.563
42.501	104.192	80.061	19.975	100.768	20.188	0.262	1.086	899.504
43.001	104.765	80.057	19.975	100.761	20.187	0.396	1.094	899.467
43.500	105.267	80.057	19.974	100.760	20.181	0.904	1.075	899.521
44.000	105.828	80.057	19.974	100.760	20.187	0.527	1.063	899.431
44.501	106.339	80.059	19.976	100.762	20.193	0.116	1.072	899.561
45.001	106.884	80.055	19.975	100.755	20.188	0.523	1.056	899.462
45.501	107.381	80.057	19.974	100.747	20.189	0.519	1.041	899.460
46.001	107.983	80.055	19.973	100.739	20.192	0.340	1.099	899.393
46.501	108.443	80.058	19.973	100.728	20.191	0.451	1.063	899.461
47.001	109.025	80.058	19.974	100.716	20.190	0.580	1.043	899.451
47.501	109.533	80.061	19.973	100.716	20.191	0.546	1.090	899.454
48.001	110.127	80.057	19.974	100.717	20.195	0.202	1.101	899.448
48.501	110.664	80.056	19.974	100.717	20.198	-0.139	1.131	899.424
49.001	111.098	80.058	19.973	100.719	20.200	-0.374	0.971	899.422
49.501	111.744	80.055	19.973	100.718	20.195	0.004	1.078	899.323
50.001	112.203	80.061	19.975	100.715	20.195	-0.012	1.104	899.473
50.501	112.750	80.059	19.974	100.711	20.195	0.068	1.006	899.454
51.001	113.282	80.061	19.974	100.708	20.193	0.312	1.080	899.462
51.501	113.823	80.060	19.974	100.704	20.196	0.286	1.073	899.432
52.001	114.384	80.059	19.974	100.701	20.194	0.528	1.102	899.445
52.501	114.929	80.061	19.974	100.696	20.200	0.063	1.106	899.425
53.001	115.407	80.063	19.973	100.693	20.192	0.614	1.022	899.416
53.501	115.867	80.066	19.972	100.688	20.197	0.185	0.938	899.431
54.001	116.409	80.064	19.972	100.684	20.196	0.200	1.003	899.390
54.500	117.029	80.059	19.971	100.678	20.200	-0.188	1.161	899.352
55.001	117.573	80.060	19.975	100.676	20.199	-0.172	1.163	899.480
55.501	118.109	80.063	19.975	100.681	20.206	-0.727	1.080	899.430
56.001	118.652	80.059	19.973	100.692	20.207	-0.718	1.080	899.349
56.500	119.189	80.061	19.973	100.704	20.202	-0.224	1.081	899.397
57.000	119.711	80.061	19.974	100.705	20.205	-0.389	1.058	899.439
57.500	120.240	80.060	19.974	100.703	20.202	-0.026	1.050	899.429
58.001	120.801	80.060	19.973	100.690	20.201	0.083	1.090	899.354
58.501	121.304	80.059	19.973	100.677	20.205	-0.228	1.064	899.346
59.001	121.843	80.061	19.972	100.663	20.201	0.018	1.042	899.371
59.501	122.372	80.061	19.974	100.662	20.204	-0.162	1.069	899.414
60.001	122.943	80.060	19.973	100.664	20.207	-0.359	1.101	899.371
60.501	123.427	80.060	19.973	100.671	20.197	0.432	1.055	899.325
61.001	124.008	80.059	19.975	100.677	20.206	-0.202	1.064	899.320
61.501	124.514	80.059	19.974	100.684	20.200	0.359	1.088	899.361
62.001	125.015	80.063	19.974	100.688	20.202	0.210	1.007	899.400
62.501	125.595	80.058	19.974	100.691	20.205	-0.044	1.081	899.353
63.001	126.019	80.062	19.972	100.686	20.200	0.307	1.004	899.328
63.501	126.602	80.060	19.973	100.678	20.202	0.114	1.006	899.316
64.001	127.170	80.058	19.974	100.671	20.203	0.121	1.151	899.322
64.501	127.707	80.057	19.975	100.663	20.205	0.021	1.107	899.381
65.000	128.194	80.059	19.974	100.658	20.196	0.677	1.024	899.314
65.501	128.778	80.057	19.973	100.659	20.201	0.216	1.070	899.240
66.001	129.267	80.057	19.972	100.662	20.197	0.571	1.074	899.189
66.500	129.729	80.062	19.973	100.663	20.199	0.425	0.951	899.295
67.000	130.328	80.060	19.972	100.661	20.199	0.406	1.060	899.207
67.501	130.822	80.061	19.974	100.658	20.197	0.534	1.092	899.294
68.001	131.316	80.061	19.971	100.652	20.193	0.872	0.988	899.212
68.501	131.901	80.056	19.972	100.649	20.194	0.879	1.078	899.232
69.002	132.443	80.059	19.973	100.646	20.190	1.269	1.127	899.275
69.501	132.971	80.058	19.973	100.646	20.195	0.898	1.071	899.235
70.001	133.454	80.060	19.971	100.648	20.193	1.012	1.011	899.215
70.501	133.957	80.063	19.973	100.652	20.194	0.937	0.986	899.291
71.001	134.518	80.058	19.971	100.651	20.196	0.791	1.065	899.110
71.500	134.991	80.062	19.975	100.648	20.193	1.004	1.035	899.335
72.001	135.560	80.057	19.976	100.643	20.194	0.968	1.041	899.294
72.501	136.123	80.059	19.972	100.642	20.192	1.133	1.132	899.101
73.001	136.632	80.061	19.974	100.645	20.181	2.051	1.073	899.248
73.501	137.165	80.057	19.973	100.648	20.193	1.216	1.042	899.177
74.001	137.688	80.057	19.976	100.651	20.194	1.136	1.055	899.326
74.501	138.235	80.057	19.977	100.654	20.191	1.463	1.070	899.314
75.001	138.685	80.063	19.972	100.653	20.191	1.429	0.996	899.196
75.501	139.261	80.056	19.974	100.644	20.188	1.670	1.026	899.198
76.001	139.770	80.058	19.976	100.637	20.183	2.095	1.085	899.281
76.501	140.270	80.061	19.972	100.636	20.187	1.685	1.009	899.152
77.001	140.855	80.060	19.974	100.635	20.181	2.057	1.086	899.237
77.501	141.361	80.058	19.973	100.634	20.183	1.876	1.091	899.169
78.001	141.863	80.060	19.975	100.637	20.187	1.484	1.008	899.228
78.501	142.400	80.060	19.974	100.639	20.186	1.515	1.039	899.191
79.001	142.882	80.062	19.974	100.642	20.187	1.528	1.020	899.236
79.501	143.407	80.059	19.974	100.638	20.175	2.582	1.007	899.178
80.001	143.915	80.061	19.974	100.632	20.185	1.983	1.032	899.172
80.501	144.473	80.059	19.974	100.628	20.186	2.031	1.066	899.196
81.002	144.985	80.056	19.974	100.621	20.183	2.322	1.070	899.197
81.501	145.515	80.055	19.974	100.615	20.179	2.613	1.042	899.162
82.001	146.029	80.055	19.975	100.620	20.178	2.664	1.044	899.164
82.501	146.480	80.061	19.971	100.619	20.169	3.328	0.965	899.093
83.002	146.950	80.064	19.972	100.615	20.173	3.036	0.921	899.174
83.502	147.536	80.059	19.973	100.619	20.167	3.390	1.056	899.119
84.002	148.091	80.059	19.973	100.623	20.166	3.462	1.141	899.116
84.501	148.613	80.059	19.974	100.627	20.168	3.319	1.078	899.193
85.001	149.151	80.059	19.974	100.635	20.170	3.153	1.061	899.161
85.501	149.661	80.061	19.973	100.642	20.170	3.148	1.048	899.130
86.001	150.168	80.061	19.973	100.641	20.170	3.169	1.016	899.122
86.502	150.676	80.059	19.974	100.634	20.172	3.138	1.015	899.141
87.001	151.185	80.061	19.974	100.621	20.170	3.260	1.017	899.197
87.502	151.723	80.059	19.975	100.608	20.168	3.478	1.046	899.151
88.002	152.272	80.057	19.976	100.599	20.164	3.815	1.087	899.162
88.501	152.754	80.057	19.973	100.596	20.163	3.846	1.032	899.055
89.001	153.296	80.057	19.976	100.598	20.162	3.822	1.025	899.125
89.501	153.726	80.061	19.975	100.603	20.158	4.092	0.972	899.145
90.001	154.289	80.059	19.974	100.606	20.155	4.263	0.992	899.095
90.501	154.865	80.059	19.974	100.608	20.152	4.483	1.139	899.085
91.001	155.343	80.060	19.975	100.610	20.157	4.055	1.054	899.122
91.502	155.856	80.058	19.975	100.611	20.149	4.683	0.990	899.062
92.002	156.377	80.055	19.977	100.612	20.157	4.079	1.035	899.160
92.502	156.798	80.058	19.974	100.615	20.156	4.188	0.942	899.085
93.002	157.437	80.056	19.975	100.615	20.149	4.708	1.060	899.113
93.501	157.834	80.060	19.974	100.608	20.152	4.529	1.037	899.044
94.002	158.365	80.060	19.976	100.600	20.148	4.836	0.928	899.192
94.502	158.857	80.061	19.975	100.598	20.146	4.888	1.022	899.098
95.002	159.368	80.060	19.975	100.599	20.146	4.860	1.003	899.096
95.501	159.839	80.059	19.974	100.600	20.137	5.596	0.983	899.059
96.001	160.375	80.059	19.974	100.605	20.131	6.098	1.007	899.068
96.501	160.972	80.055	19.976	100.610	20.138	5.579	1.132	899.123
97.002	161.444	80.057	19.976	100.613	20.136	5.835	1.068	899.102
97.502	161.961	80.054	19.976	100.614	20.133	6.157	0.989	899.126
98.001	162.448	80.059	19.974	100.619	20.138	5.862	1.004	899.030
98.502	162.953	80.060	19.976	100.621	20.123	7.058	0.992	899.090
99.002	163.471	80.058	19.975	100.619	20.123	6.992	1.023	898.977
99.501	163.971	80.059	19.975	100.614	20.121	7.153	1.018	899.069
100.001	164.463	80.062	19.973	100.614	20.115	7.545	0.992	898.980
100.501	164.946	80.061	19.975	100.610	20.111	7.775	0.975	899.098
101.001	165.535	80.058	19.975	100.609	20.110	7.810	1.072	899.012
101.501	166.004	80.065	19.974	100.614	20.106	8.053	1.057	899.054
102.002	166.573	80.058	19.976	100.621	20.101	8.383	1.038	899.102
102.501	167.102	80.057	19.975	100.622	20.098	8.568	1.099	898.970
103.001	167.606	80.058	19.976	100.621	20.098	8.558	1.033	899.065
103.501	168.134	80.057	19.973	100.618	20.097	8.619	1.032	899.008
104.001	168.644	80.059	19.974	100.613	20.091	9.134	1.038	899.023
104.501	169.177	80.056	19.975	100.603	20.085	9.677	1.042	899.032
105.002	169.668	80.057	19.972	100.594	20.082	9.921	1.024	898.924
105.502	170.123	80.062	19.973	100.592	20.075	10.496	0.946	898.978
106.002	170.665	80.060	19.976	100.591	20.068	11.083	0.998	899.066
106.502	171.135	80.061	19.976	100.592	20.060	11.770	1.012	899.059
107.001	171.668	80.064	19.972	100.596	20.059	11.847	1.003	898.908
107.501	172.162	80.061	19.972	100.602	20.056	12.051	1.027	898.933
108.001	172.747	80.056	19.974	100.607	20.047	12.813	1.079	898.948
108.501	173.168	80.060	19.974	100.614	20.044	13.071	1.005	898.994
109.001	173.718	80.058	19.974	100.616	20.037	13.535	0.971	898.958
109.502	174.213	80.059	19.974	100.618	20.031	14.077	1.044	898.993
110.002	174.711	80.058	19.974	100.622	20.029	14.289	0.993	898.957
110.502	175.221	80.059	19.973	100.620	20.020	15.014	1.010	898.964
111.001	175.746	80.059	19.974	100.618	20.011	15.610	1.036	898.948
111.501	176.233	80.058	19.975	100.618	20.007	15.932	1.011	898.989
112.001	176.750	80.060	19.974	100.612	20.001	16.412	1.004	898.920
112.502	177.228	80.063	19.974	100.608	19.995	16.854	0.995	898.935
113.002	177.770	80.060	19.974	100.605	19.991	17.071	1.020	898.956
113.501	178.331	80.059	19.974	100.599	19.985	17.607	1.103	898.966
114.002	178.802	80.058	19.975	100.599	19.982	17.865	1.031	898.940
114.502	179.325	80.059	19.974	100.603	19.977	18.216	0.994	898.949
115.002	179.874	80.058	19.975	100.599	19.972	18.628	1.072	898.953
115.502	180.372	80.059	19.976	100.597	19.966	19.058	1.047	898.944
116.002	180.852	80.061	19.975	100.598	19.960	19.593	0.978	898.972
116.502	181.390	80.061	19.975	100.596	19.957	19.856	1.018	898.947
117.002	181.888	80.059	19.976	100.590	19.950	20.442	1.037	898.965
117.502	182.423	80.061	19.976	100.586	19.944	21.041	1.032	898.929
118.002	182.898	80.063	19.975	100.589	19.939	21.439	1.010	898.929
118.502	183.403	80.060	19.975	100.592	19.934	21.835	0.980	898.934
119.002	183.918	80.059	19.974	100.592	19.928	22.353	1.020	898.943
119.502	184.427	80.058	19.975	100.595	19.927	22.500	1.024	898.919
120.002	184.939	80.058	19.975	100.596	19.920	23.079	1.021	898.937
120.501	185.464	80.058	19.975	100.595	19.913	23.728	1.038	898.928
121.002	185.959	80.058	19.975	100.591	19.911	23.898	1.020	898.914
121.502	186.491	80.060	19.975	100.593	19.909	24.162	1.027	898.900
122.002	186.978	80.058	19.975	100.595	19.902	24.667	1.019	898.905
122.502	187.508	80.058	19.975	100.594	19.900	24.755	1.017	898.914
123.002	187.996	80.061	19.976	100.592	19.900	24.729	1.018	898.908
123.501	188.532	80.062	19.975	100.590	19.899	24.718	1.024	898.866
124.001	189.045	80.063	19.975	100.584	19.892	25.275	1.049	898.889
124.502	189.551	80.061	19.974	100.576	19.893	25.208	1.019	898.898
125.001	190.062	80.059	19.975	100.572	19.894	25.159	1.016	898.868
125.502	190.589	80.062	19.975	100.569	19.894	25.206	1.039	898.883
126.002	191.081	80.060	19.975	100.569	19.891	25.514	1.019	898.909
126.502	191.602	80.059	19.975	100.565	19.888	25.724	1.013	898.873
127.002	192.073	80.060	19.975	100.562	19.892	25.535	0.990	898.904
127.503	192.600	80.059	19.974	100.556	19.888	25.888	0.998	898.869
128.002	193.123	80.059	19.975	100.549	19.891	25.718	1.051	898.828
128.502	193.618	80.062	19.975	100.542	19.893	25.573	1.018	898.864
129.002	194.122	80.062	19.975	100.540	19.893	25.551	0.999	898.861
129.502	194.639	80.060	19.975	100.542	19.897	25.243	1.021	898.845
130.002	195.156	80.058	19.975	100.549	19.899	25.034	1.034	898.846
130.502	195.651	80.057	19.974	100.555	19.900	24.880	1.012	898.820
131.002	196.169	80.059	19.975	100.557	19.902	24.789	1.013	898.824
131.502	196.690	80.058	19.974	100.557	19.905	24.532	1.039	898.862
132.002	197.177	80.057	19.974	100.557	19.912	24.028	1.008	898.881
132.502	197.698	80.060	19.975	100.550	19.918	23.611	1.009	898.859
133.002	198.234	80.058	19.974	100.543	19.920	23.535	1.057	898.840
133.502	198.755	80.056	19.975	100.542	19.925	23.222	1.056	898.832
134.002	199.257	80.059	19.975	100.540	19.932	22.618	1.023	898.825
134.502	199.750	80.060	19.975	100.535	19.937	22.159	0.996	898.841
135.002	200.260	80.061	19.975	100.531	19.941	21.756	1.003	898.837
135.502	200.770	80.058	19.974	100.531	19.946	21.374	1.019	898.834
136.002	201.281	80.058	19.974	100.528	19.957	20.520	1.020	898.847
136.503	201.800	80.060	19.975	100.530	19.960	20.270	1.030	898.880
137.002	202.290	80.058	19.974	100.532	19.966	19.849	1.010	898.793
137.502	202.802	80.057	19.975	100.539	19.972	19.435	1.003	898.822
138.002	203.309	80.059	19.976	100.540	19.982	18.678	1.020	898.830
138.501	203.830	80.056	19.975	100.538	19.990	18.031	1.028	898.821
139.002	204.346	80.058	19.976	100.531	19.996	17.466	1.036	898.794
139.502	204.845	80.061	19.977	100.532	19.999	17.231	1.015	898.823
140.002	205.363	80.057	19.976	100.527	20.009	16.393	1.017	898.807
140.502	205.871	80.056	19.974	100.524	20.015	15.863	1.026	898.803
141.002	206.354	80.057	19.974	100.524	20.024	15.154	0.992	898.772
141.501	206.868	80.057	19.974	100.529	20.027	14.970	0.996	898.795
142.002	207.420	80.058	19.975	100.532	20.034	14.406	1.065	898.761
142.502	207.919	80.055	19.975	100.538	20.042	13.797	1.051	898.788
143.002	208.386	80.056	19.974	100.543	20.053	13.001	0.966	898.810
143.501	208.884	80.059	19.975	100.545	20.060	12.428	0.965	898.820
144.002	209.433	80.057	19.974	100.540	20.068	11.816	1.046	898.766
144.502	209.954	80.059	19.974	100.536	20.072	11.393	1.069	898.794
145.003	210.441	80.060	19.976	100.532	20.082	10.585	1.008	898.820
145.502	210.946	80.060	19.974	100.532	20.088	10.089	0.994	898.750
146.002	211.517	80.058	19.975	100.539	20.094	9.618	1.075	898.738
146.502	211.994	80.059	19.974	100.547	20.099	9.136	1.047	898.758
147.002	212.488	80.058	19.974	100.549	20.106	8.580	0.971	898.782
147.502	212.983	80.059	19.974	100.552	20.110	8.314	0.990	898.778
148.002	213.522	80.058	19.974	100.554	20.117	7.753	1.034	898.760
148.502	214.043	80.058	19.973	100.553	20.118	7.592	1.059	898.751
149.002	214.556	80.059	19.974	100.553	20.126	6.927	1.033	898.770
149.502	215.014	80.057	19.973	100.553	20.126	6.924	0.971	898.703
150.003	215.531	80.058	19.973	100.552	20.133	6.381	0.975	898.725
150.503	216.036	80.061	19.975	100.551	20.133	6.453	1.022	898.712
151.002	216.569	80.059	19.974	100.549	20.136	6.215	1.040	898.720
151.502	217.046	80.060	19.975	100.554	20.147	5.446	1.011	898.783
152.002	217.555	80.058	19.974	100.562	20.147	5.514	0.985	898.725
152.502	218.097	80.057	19.974	100.567	20.147	5.534	1.050	898.742
153.002	218.595	80.057	19.974	100.570	20.147	5.565	1.040	898.747
153.502	219.091	80.057	19.974	100.571	20.152	5.203	0.994	898.748
154.002	219.590	80.061	19.973	100.571	20.154	5.062	0.995	898.741
154.502	220.120	80.062	19.974	100.571	20.152	5.144	1.030	898.728
155.002	220.620	80.061	19.974	100.575	20.158	4.744	1.030	898.748
155.502	221.126	80.062	19.973	100.578	20.159	4.678	1.005	898.749
156.002	221.649	80.062	19.975	100.583	20.160	4.589	1.028	898.758
156.502	222.183	80.061	19.975	100.584	20.165	4.208	1.057	898.743
157.002	222.687	80.059	19.974	100.585	20.165	4.322	1.039	898.723
