File Name:	PMMA_DE_6mm_60Kmin_4mg_R1.txt
Version: 8.3.7.3
Date:	06 Aug 2024
Operator:	KH
Test ID:	PMMA_DE_6mm_4mg_60K_R1
Sample ID:	PMMA_DE_6mm_4mg
Sample Mass (mg):	4.0200
Sample Cup Mass (mg):	182.3000
End Total Mass (mg):
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	99.875
Baseline O2:	20.432
Instrument ID:
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
181.502	246.852	80.054	19.999	100.337	20.268	5.702	1.017	900.096
182.002	247.367	80.053	19.998	100.337	20.273	5.394	1.025	900.105
182.502	247.838	80.054	19.998	100.337	20.273	5.378	0.986	900.082
183.002	248.371	80.053	19.999	100.336	20.274	5.296	1.004	900.091
183.503	248.851	80.054	19.999	100.339	20.277	5.022	1.013	900.079
184.002	249.370	80.056	19.998	100.338	20.274	5.271	1.001	900.104
184.502	249.899	80.056	19.999	100.335	20.274	5.301	1.049	900.093
185.002	250.390	80.054	19.999	100.334	20.278	5.082	1.019	900.088
185.502	250.885	80.055	19.998	100.329	20.276	5.215	0.984	900.118
186.003	251.385	80.056	19.999	100.329	20.279	4.952	0.995	900.081
186.503	251.881	80.056	19.999	100.334	20.276	5.187	0.997	900.082
187.002	252.396	80.055	19.999	100.335	20.276	5.153	1.012	900.106
187.502	252.881	80.056	19.998	100.339	20.279	4.795	1.000	900.108
188.002	253.415	80.054	19.997	100.344	20.281	4.654	1.018	900.087
188.502	253.928	80.055	19.997	100.342	20.282	4.642	1.048	900.107
189.002	254.399	80.052	19.997	100.339	20.282	4.674	0.985	900.118
189.502	254.921	80.054	19.997	100.341	20.280	4.795	0.992	900.144
190.002	255.409	80.053	19.997	100.339	20.281	4.787	1.009	900.101
190.502	255.927	80.054	19.999	100.340	20.285	4.446	1.007	900.098
191.002	256.423	80.057	19.998	100.340	20.285	4.465	1.014	900.128
191.502	256.943	80.053	19.999	100.342	20.286	4.383	1.015	900.124
192.002	257.430	80.054	19.999	100.337	20.282	4.712	1.008	900.099
192.502	257.907	80.055	19.999	100.334	20.283	4.671	0.964	900.094
193.002	258.429	80.055	19.998	100.335	20.284	4.543	0.999	900.069
193.502	258.934	80.056	19.998	100.336	20.285	4.558	1.028	900.093
194.002	259.442	80.056	19.999	100.337	20.282	4.797	1.012	900.108
194.502	259.965	80.056	20.000	100.342	20.286	4.539	1.030	900.131
195.003	260.453	80.056	19.998	100.349	20.290	4.203	1.012	900.067
195.502	260.957	80.054	19.999	100.347	20.285	4.615	0.993	900.099
196.002	261.439	80.055	19.998	100.341	20.284	4.609	0.986	900.085
196.502	261.975	80.057	19.998	100.340	20.282	4.737	1.017	900.080
197.002	262.459	80.054	19.999	100.340	20.285	4.465	1.020	900.071
197.502	262.950	80.057	20.000	100.335	20.284	4.534	0.975	900.096
198.002	263.479	80.056	19.999	100.338	20.281	4.769	1.020	900.096
198.502	263.937	80.057	19.999	100.343	20.282	4.719	0.986	900.118
199.003	264.458	80.056	19.999	100.340	20.282	4.729	0.979	900.113
199.503	264.945	80.056	19.998	100.336	20.283	4.792	1.009	900.111
200.002	265.460	80.054	19.999	100.336	20.280	5.020	1.003	900.104
200.502	265.957	80.056	19.998	100.333	20.277	5.207	1.012	900.072
201.002	266.452	80.053	19.998	100.330	20.279	5.105	0.991	900.113
201.502	266.968	80.055	19.999	100.330	20.275	5.393	1.010	900.102
202.002	267.483	80.056	19.998	100.331	20.274	5.481	1.032	900.102
202.502	267.964	80.055	19.999	100.330	20.273	5.545	0.996	900.143
203.003	268.440	80.057	20.000	100.330	20.273	5.656	0.956	900.108
203.503	268.972	80.060	19.999	100.332	20.270	5.837	1.009	900.123
204.003	269.492	80.058	19.999	100.338	20.268	5.893	1.052	900.113
204.503	269.950	80.056	19.998	100.341	20.268	5.952	0.978	900.097
205.002	270.451	80.055	19.998	100.340	20.266	6.051	0.960	900.068
205.502	270.949	80.055	19.999	100.337	20.265	6.144	0.998	900.082
206.003	271.456	80.057	19.998	100.336	20.262	6.430	1.004	900.081
206.503	271.953	80.057	19.998	100.330	20.263	6.364	1.006	900.113
207.002	272.455	80.058	19.998	100.325	20.259	6.796	1.000	900.102
207.502	272.934	80.058	19.997	100.327	20.256	7.022	0.980	900.096
208.002	273.473	80.055	19.996	100.330	20.256	6.998	1.018	900.080
208.502	273.971	80.057	19.998	100.327	20.253	7.284	1.037	900.075
209.002	274.460	80.057	19.998	100.326	20.255	7.158	0.987	900.144
209.502	274.969	80.057	19.998	100.327	20.250	7.539	0.998	900.076
210.002	275.500	80.054	19.998	100.323	20.251	7.412	1.041	900.109
210.502	275.965	80.055	19.999	100.319	20.248	7.694	0.996	900.108
211.002	276.484	80.058	19.999	100.323	20.243	8.086	0.984	900.091
211.502	276.962	80.057	19.999	100.328	20.239	8.282	0.997	900.103
212.003	277.476	80.053	19.999	100.327	20.235	8.694	0.992	900.099
212.503	277.966	80.056	19.998	100.329	20.232	8.839	1.004	900.088
213.002	278.472	80.054	19.997	100.330	20.224	9.374	0.996	900.115
213.502	278.969	80.053	19.997	100.324	20.223	9.478	1.004	900.100
214.002	279.502	80.056	19.999	100.315	20.221	9.642	1.030	900.083
214.502	279.987	80.055	19.998	100.315	20.217	9.953	1.018	900.105
215.002	280.469	80.053	19.999	100.316	20.213	10.271	0.967	900.117
215.502	281.006	80.053	19.998	100.317	20.210	10.539	1.019	900.103
216.003	281.472	80.053	19.998	100.315	20.203	11.114	1.002	900.102
216.503	281.978	80.052	19.998	100.315	20.198	11.580	0.972	900.107
217.002	282.515	80.053	19.998	100.312	20.194	11.901	1.044	900.101
217.502	283.012	80.051	19.997	100.310	20.189	12.230	1.034	900.093
218.002	283.473	80.053	19.997	100.310	20.186	12.417	0.957	900.073
218.503	283.983	80.053	19.998	100.317	20.181	12.726	0.971	900.084
219.003	284.466	80.054	19.997	100.318	20.173	13.411	0.993	900.096
219.502	284.987	80.056	19.999	100.316	20.166	13.920	1.004	900.088
220.002	285.501	80.055	19.999	100.315	20.165	14.060	1.035	900.100
220.502	285.992	80.055	19.998	100.321	20.159	14.564	1.005	900.090
221.002	286.508	80.052	19.998	100.322	20.153	14.918	1.007	900.079
221.503	287.006	80.053	19.998	100.321	20.148	15.323	1.014	900.091
222.002	287.514	80.054	19.998	100.326	20.142	15.772	1.007	900.113
222.502	287.999	80.056	19.998	100.321	20.138	16.130	0.993	900.102
223.002	288.506	80.055	19.997	100.311	20.131	16.628	0.992	900.083
223.502	289.003	80.055	19.999	100.308	20.125	17.115	1.004	900.108
224.002	289.520	80.055	19.998	100.308	20.119	17.602	1.014	900.120
224.502	290.002	80.054	19.998	100.308	20.113	18.121	0.999	900.129
225.002	290.496	80.057	19.999	100.316	20.105	18.736	0.976	900.114
225.502	291.036	80.057	19.999	100.319	20.099	19.185	1.033	900.092
226.003	291.484	80.055	19.999	100.319	20.092	19.775	0.988	900.118
226.503	291.993	80.053	19.999	100.319	20.086	20.270	0.958	900.083
227.002	292.510	80.055	19.996	100.316	20.075	21.185	1.026	900.125
227.503	292.978	80.056	19.998	100.312	20.073	21.443	0.984	900.105
228.003	293.459	80.056	19.998	100.312	20.061	22.223	0.950	900.118
228.502	293.975	80.055	19.997	100.315	20.061	22.343	0.998	900.078
229.002	294.466	80.056	19.998	100.321	20.052	22.994	1.007	900.131
229.502	294.965	80.053	19.997	100.319	20.044	23.726	0.990	900.083
230.002	295.474	80.055	19.998	100.314	20.038	24.159	1.008	900.087
230.503	295.972	80.060	20.000	100.315	20.031	24.727	1.005	900.086
231.003	296.473	80.058	19.999	100.313	20.025	25.159	0.999	900.118
231.503	296.976	80.057	19.999	100.308	20.018	25.711	1.005	900.067
232.003	297.472	80.056	19.999	100.315	20.014	26.021	0.999	900.099
232.503	298.000	80.055	19.997	100.311	20.007	26.591	1.025	900.123
233.002	298.484	80.056	19.999	100.311	19.999	27.074	1.012	900.072
233.502	299.003	80.054	19.998	100.305	19.997	27.220	1.003	900.083
234.002	299.492	80.054	19.997	100.305	19.990	27.770	1.008	900.084
234.503	300.013	80.052	19.997	100.296	19.984	28.154	1.009	900.088
235.002	300.523	80.051	19.998	100.300	19.974	28.964	1.032	900.087
235.502	301.001	80.055	19.999	100.298	19.970	29.288	0.989	900.109
236.003	301.535	80.056	19.999	100.298	19.966	29.632	1.012	900.097
236.503	301.995	80.055	19.998	100.293	19.959	30.199	0.993	900.099
237.003	302.533	80.055	19.998	100.293	19.957	30.465	0.997	900.079
237.503	303.024	80.053	19.999	100.290	19.948	31.116	1.030	900.093
238.002	303.498	80.056	19.999	100.285	19.946	31.299	0.965	900.088
238.502	303.985	80.056	19.999	100.288	19.937	31.965	0.960	900.091
239.002	304.501	80.054	19.999	100.289	19.933	32.280	1.003	900.115
239.503	305.017	80.054	19.998	100.290	19.929	32.550	1.032	900.112
240.003	305.497	80.055	19.999	100.294	19.922	33.082	0.996	900.084
240.502	306.016	80.053	19.998	100.299	19.918	33.368	0.998	900.080
241.003	306.513	80.055	19.997	100.298	19.918	33.438	1.015	900.104
241.503	307.027	80.055	19.999	100.301	19.915	33.594	1.011	900.090
242.003	307.484	80.054	20.000	100.303	19.909	34.031	0.971	900.087
242.503	307.992	80.054	20.000	100.302	19.902	34.584	0.965	900.108
243.003	308.496	80.053	19.999	100.296	19.901	34.672	1.013	900.089
243.503	309.009	80.056	19.999	100.294	19.892	35.335	1.017	900.103
244.003	309.493	80.056	19.999	100.290	19.890	35.559	0.998	900.107
244.502	309.971	80.054	19.999	100.287	19.890	35.573	0.962	900.062
245.003	310.488	80.055	19.999	100.286	19.886	35.880	0.994	900.069
245.502	310.981	80.055	20.000	100.289	19.878	36.497	1.010	900.095
246.002	311.483	80.053	20.000	100.289	19.873	36.869	0.995	900.073
246.503	312.011	80.054	20.000	100.291	19.869	37.123	1.030	900.112
247.003	312.481	80.055	20.000	100.293	19.867	37.334	0.997	900.126
247.503	312.982	80.055	20.000	100.292	19.861	37.671	0.971	900.084
248.003	313.495	80.054	19.999	100.291	19.857	37.914	1.014	900.088
248.503	314.014	80.052	19.998	100.290	19.855	38.092	1.032	900.068
249.003	314.503	80.056	19.999	100.293	19.854	38.105	1.009	900.075
249.502	315.018	80.054	19.998	100.294	19.849	38.430	1.005	900.077
250.002	315.504	80.055	19.999	100.293	19.848	38.512	1.000	900.067
250.502	316.029	80.056	19.999	100.293	19.842	38.957	1.011	900.079
251.002	316.504	80.054	19.998	100.294	19.840	39.113	1.000	900.105
251.503	317.003	80.055	19.999	100.290	19.834	39.479	0.974	900.091
252.003	317.506	80.057	19.998	100.285	19.829	39.810	1.002	900.089
252.502	318.019	80.054	19.999	100.288	19.823	40.235	1.016	900.086
253.003	318.511	80.056	19.999	100.289	19.822	40.203	1.004	900.094
253.503	319.002	80.055	20.000	100.288	19.812	40.858	0.983	900.082
254.003	319.493	80.053	19.999	100.293	19.803	41.405	0.982	900.084
254.503	319.996	80.055	19.998	100.296	19.797	41.853	0.994	900.053
255.003	320.506	80.052	19.998	100.299	19.790	42.302	1.012	900.075
255.503	321.029	80.051	19.997	100.305	19.784	42.729	1.033	900.088
256.003	321.497	80.055	19.997	100.307	19.779	43.118	0.992	900.107
256.503	321.995	80.052	19.997	100.307	19.768	43.953	0.966	900.092
257.003	322.489	80.053	19.998	100.313	19.762	44.515	0.992	900.096
257.503	322.981	80.055	19.999	100.312	19.751	45.441	0.985	900.091
258.003	323.512	80.055	19.998	100.310	19.741	46.161	1.022	900.103
258.503	323.991	80.056	19.999	100.315	19.728	47.086	1.010	900.088
259.003	324.495	80.054	19.999	100.321	19.716	47.881	0.984	900.089
259.503	325.012	80.053	19.998	100.323	19.706	48.595	1.021	900.117
260.003	325.471	80.053	19.998	100.330	19.693	49.458	0.975	900.079
260.503	325.986	80.052	19.997	100.337	19.677	50.606	0.974	900.067
261.003	326.519	80.055	19.999	100.344	19.665	51.537	1.048	900.075
261.503	326.998	80.055	19.998	100.349	19.654	52.398	1.012	900.106
262.003	327.502	80.054	19.999	100.357	19.635	53.882	0.984	900.075
262.503	327.995	80.053	19.998	100.361	19.616	55.396	0.996	900.083
263.003	328.508	80.055	19.998	100.361	19.602	56.424	1.005	900.076
263.504	329.000	80.053	19.997	100.360	19.580	58.069	1.005	900.072
264.003	329.493	80.053	19.999	100.357	19.560	59.628	0.985	900.098
264.503	329.973	80.053	19.998	100.351	19.542	60.978	0.973	900.069
265.003	330.489	80.054	19.998	100.347	19.518	62.753	0.996	900.084
265.503	331.027	80.056	19.998	100.350	19.496	64.425	1.055	900.074
266.003	331.503	80.054	19.999	100.357	19.478	65.768	1.014	900.111
266.503	332.030	80.055	19.999	100.367	19.453	67.712	1.003	900.084
267.003	332.502	80.054	20.000	100.376	19.427	69.704	0.999	900.088
267.503	333.015	80.053	19.999	100.384	19.403	71.540	0.985	900.077
268.003	333.498	80.055	19.999	100.387	19.377	73.560	0.996	900.086
268.503	334.003	80.055	19.999	100.385	19.349	75.657	0.989	900.080
269.003	334.498	80.053	19.998	100.381	19.320	77.820	1.000	900.075
269.503	335.011	80.054	19.999	100.379	19.289	80.138	1.007	900.070
270.003	335.514	80.053	19.998	100.376	19.261	82.245	1.016	900.093
270.503	336.023	80.053	19.998	100.379	19.233	84.390	1.012	900.110
271.004	336.530	80.053	19.999	100.382	19.203	86.545	1.016	900.095
271.503	337.014	80.053	19.998	100.384	19.170	89.143	0.992	900.081
272.003	337.500	80.053	19.999	100.388	19.139	91.594	0.970	900.102
272.503	338.010	80.054	19.999	100.392	19.102	94.543	0.995	900.074
273.004	338.495	80.054	19.997	100.392	19.071	96.903	0.995	900.084
273.503	338.987	80.056	19.997	100.393	19.033	99.805	0.978	900.105
274.003	339.509	80.054	19.997	100.394	18.999	102.513	1.014	900.090
274.504	339.965	80.055	19.997	100.393	18.962	105.302	0.977	900.080
275.004	340.488	80.052	19.998	100.391	18.925	108.179	0.979	900.120
275.503	340.957	80.053	19.999	100.391	18.890	110.841	0.993	900.108
276.003	341.439	80.055	19.998	100.393	18.852	113.750	0.951	900.110
276.503	341.935	80.056	19.998	100.400	18.814	116.685	0.978	900.117
277.003	342.457	80.054	19.998	100.405	18.775	119.668	1.018	900.084
277.503	342.979	80.055	19.998	100.407	18.736	122.714	1.044	900.112
278.003	343.478	80.055	19.999	100.410	18.695	125.868	1.020	900.108
278.504	343.944	80.054	19.998	100.414	18.651	129.291	0.964	900.102
279.004	344.464	80.055	19.998	100.411	18.612	132.212	0.987	900.071
279.504	344.968	80.054	19.998	100.403	18.569	135.540	1.025	900.093
280.003	345.449	80.053	19.997	100.400	18.528	138.699	0.984	900.103
280.503	345.963	80.053	19.999	100.398	18.484	142.069	0.994	900.080
281.004	346.462	80.052	19.999	100.392	18.442	145.214	1.014	900.108
281.503	346.958	80.053	19.997	100.390	18.399	148.484	0.995	900.099
282.003	347.464	80.054	19.999	100.394	18.354	151.943	1.002	900.123
282.504	347.942	80.052	19.998	100.392	18.308	155.520	0.984	900.077
283.004	348.473	80.054	19.998	100.392	18.264	158.870	1.009	900.140
283.503	348.932	80.054	19.999	100.387	18.220	162.234	0.990	900.091
284.003	349.439	80.055	19.998	100.386	18.174	165.843	0.965	900.093
284.504	349.928	80.055	19.998	100.388	18.128	169.408	0.996	900.120
285.003	350.447	80.055	19.999	100.388	18.082	172.935	1.009	900.119
285.503	350.957	80.052	19.998	100.381	18.037	176.386	1.029	900.136
286.003	351.439	80.053	19.999	100.378	17.989	180.099	0.991	900.081
286.504	351.931	80.054	20.000	100.378	17.942	183.650	0.974	900.110
287.004	352.421	80.056	19.999	100.375	17.897	187.010	0.982	900.092
287.504	352.914	80.056	19.999	100.377	17.846	190.894	0.984	900.131
288.003	353.422	80.054	19.999	100.376	17.804	194.118	1.001	900.116
288.503	353.927	80.055	19.998	100.378	17.759	197.466	1.013	900.130
289.003	354.433	80.056	19.999	100.378	17.708	201.371	1.011	900.123
289.503	354.916	80.057	19.999	100.375	17.664	204.642	0.989	900.119
290.003	355.418	80.055	19.999	100.373	17.618	208.194	0.985	900.112
290.503	355.905	80.054	19.999	100.374	17.571	211.780	0.989	900.112
291.003	356.395	80.053	19.998	100.368	17.527	215.247	0.977	900.122
291.504	356.886	80.054	19.999	100.361	17.483	218.612	0.980	900.130
292.004	357.387	80.055	20.000	100.357	17.441	221.848	0.992	900.146
292.503	357.864	80.055	19.999	100.355	17.393	225.517	0.979	900.094
293.003	358.371	80.053	19.999	100.353	17.349	228.947	0.985	900.103
293.503	358.869	80.056	19.999	100.351	17.304	232.341	1.004	900.141
294.003	359.359	80.058	19.998	100.350	17.258	235.851	0.988	900.145
294.503	359.855	80.054	19.999	100.352	17.213	239.210	0.986	900.108
295.004	360.390	80.054	19.999	100.355	17.174	242.244	1.031	900.179
295.504	360.854	80.055	19.997	100.355	17.131	245.468	1.000	900.123
296.003	361.362	80.052	19.997	100.357	17.090	248.542	0.971	900.127
296.504	361.832	80.055	19.998	100.359	17.048	251.688	0.977	900.141
297.004	362.330	80.055	19.997	100.358	17.008	254.626	0.968	900.115
297.503	362.833	80.056	19.998	100.353	16.971	257.391	1.001	900.145
298.003	363.318	80.057	19.997	100.351	16.932	260.310	0.988	900.128
298.503	363.851	80.055	19.999	100.343	16.898	262.804	1.017	900.139
299.004	364.318	80.056	19.998	100.336	16.857	265.818	1.000	900.121
299.504	364.839	80.055	19.998	100.331	16.824	268.241	0.989	900.152
300.003	365.292	80.053	19.998	100.327	16.790	270.728	0.975	900.136
300.503	365.826	80.055	19.998	100.323	16.758	273.167	0.986	900.126
301.003	366.295	80.057	19.997	100.324	16.724	275.629	1.003	900.122
301.504	366.826	80.057	19.999	100.325	16.693	277.861	1.000	900.145
302.004	367.280	80.055	19.999	100.323	16.662	280.147	0.985	900.144
302.504	367.797	80.054	19.998	100.321	16.628	282.465	0.971	900.118
303.004	368.313	80.056	19.999	100.322	16.594	284.891	1.033	900.127
303.504	368.805	80.058	20.000	100.324	16.565	286.913	1.008	900.154
304.004	369.269	80.057	19.999	100.330	16.530	289.375	0.956	900.147
304.504	369.774	80.057	19.998	100.333	16.500	291.519	0.970	900.145
305.003	370.267	80.057	19.999	100.341	16.465	294.022	0.998	900.154
305.503	370.760	80.055	20.000	100.342	16.437	296.144	0.985	900.135
306.004	371.268	80.057	19.999	100.347	16.405	298.529	1.000	900.140
306.504	371.739	80.058	19.998	100.352	16.371	301.061	0.979	900.154
307.004	372.273	80.056	20.000	100.360	16.334	303.844	1.005	900.154
307.504	372.772	80.054	19.999	100.363	16.295	306.840	1.033	900.151
308.004	373.247	80.055	19.999	100.367	16.241	311.006	0.975	900.125
308.503	373.746	80.055	20.000	100.373	16.193	314.924	0.975	900.169
309.003	374.266	80.055	20.000	100.377	16.149	318.448	1.018	900.156
309.503	374.760	80.052	19.998	100.387	16.111	321.446	1.014	900.142
310.003	375.249	80.052	19.998	100.407	16.080	323.933	0.983	900.127
310.503	375.765	80.052	19.998	100.425	16.050	326.388	1.005	900.143
311.003	376.277	80.052	19.999	100.436	16.017	328.945	1.028	900.173
311.503	376.752	80.056	19.998	100.451	15.986	331.162	0.988	900.134
312.003	377.253	80.057	19.997	100.462	15.957	333.297	0.975	900.196
312.504	377.764	80.056	19.998	100.460	15.924	335.811	1.012	900.149
313.004	378.214	80.056	19.998	100.470	15.898	337.787	0.961	900.161
313.504	378.708	80.054	19.998	100.474	15.882	338.972	0.944	900.145
314.004	379.190	80.054	19.999	100.472	15.884	338.844	0.975	900.142
314.504	379.704	80.054	20.000	100.466	15.895	338.015	0.995	900.133
315.004	380.214	80.052	19.998	100.465	15.891	338.253	1.025	900.124
315.503	380.701	80.053	20.000	100.444	15.887	338.513	0.997	900.163
316.003	381.210	80.054	19.999	100.422	15.874	339.383	0.996	900.137
316.503	381.698	80.053	19.999	100.402	15.865	339.978	0.997	900.177
317.004	382.143	80.057	20.000	100.386	15.849	341.001	0.932	900.149
317.503	382.685	80.055	19.999	100.366	15.841	341.585	0.987	900.146
318.004	383.181	80.054	19.999	100.362	15.831	342.361	1.037	900.152
318.505	383.692	80.053	20.000	100.364	15.818	343.348	1.006	900.119
319.004	384.195	80.053	19.999	100.369	15.811	343.778	1.015	900.132
319.504	384.664	80.055	19.999	100.370	15.809	343.737	0.972	900.144
320.004	385.202	80.054	20.000	100.374	15.812	343.346	1.007	900.130
320.504	385.692	80.053	19.999	100.368	15.826	341.995	1.028	900.132
321.003	386.181	80.054	19.999	100.368	15.837	340.723	0.979	900.135
321.503	386.676	80.055	19.998	100.363	15.841	340.117	0.983	900.136
322.004	387.182	80.052	19.999	100.366	15.835	340.333	1.001	900.149
322.504	387.705	80.054	19.999	100.375	15.826	340.977	1.030	900.156
323.003	388.174	80.054	19.999	100.385	15.821	341.397	0.992	900.127
323.504	388.648	80.056	19.999	100.388	15.817	341.907	0.942	900.133
324.004	389.168	80.055	20.000	100.398	15.820	341.921	0.993	900.148
324.504	389.659	80.054	19.999	100.408	15.826	341.552	1.011	900.160
325.004	390.149	80.054	20.000	100.407	15.831	341.066	0.981	900.153
325.504	390.685	80.053	20.001	100.407	15.815	342.241	1.026	900.169
326.004	391.174	80.053	20.000	100.415	15.780	344.793	1.025	900.141
326.504	391.660	80.055	20.001	100.417	15.743	347.506	0.975	900.149
327.004	392.203	80.051	19.999	100.427	15.730	348.639	1.029	900.144
327.504	392.659	80.053	20.000	100.449	15.739	348.154	0.999	900.141
328.004	393.154	80.055	19.999	100.491	15.762	346.855	0.951	900.158
328.504	393.668	80.057	20.000	100.534	15.790	344.340	1.010	900.125
329.004	394.164	80.056	19.998	100.563	15.816	341.726	1.011	900.165
329.504	394.666	80.055	19.999	100.576	15.839	339.640	0.998	900.163
330.004	395.147	80.052	19.997	100.571	15.875	336.678	0.983	900.173
330.504	395.678	80.054	20.000	100.548	15.898	333.960	1.011	900.195
331.004	396.175	80.054	20.001	100.520	15.899	333.094	1.027	900.151
331.504	396.669	80.054	20.000	100.512	15.886	334.410	0.991	900.192
332.004	397.170	80.053	20.001	100.504	15.876	335.773	0.995	900.170
332.504	397.662	80.053	20.000	100.524	15.885	335.601	0.993	900.172
333.004	398.195	80.055	20.000	100.535	15.921	333.199	1.025	900.173
333.504	398.681	80.056	20.000	100.542	15.974	330.164	1.020	900.190
334.004	399.187	80.052	20.000	100.537	15.998	328.774	0.992	900.191
334.504	399.692	80.050	19.999	100.523	15.961	331.927	1.011	900.189
335.004	400.192	80.049	20.000	100.485	15.923	335.266	1.005	900.162
335.504	400.675	80.051	19.998	100.449	15.914	336.388	0.983	900.179
336.004	401.174	80.051	19.998	100.500	15.922	336.286	0.982	900.193
336.504	401.682	80.050	20.000	100.572	15.913	337.441	1.007	900.176
337.004	402.165	80.052	19.999	100.625	15.903	338.863	0.991	900.200
337.504	402.669	80.053	19.999	100.664	15.920	338.138	0.987	900.177
338.004	403.171	80.052	19.999	100.775	15.967	334.810	1.006	900.144
338.504	403.673	80.054	19.999	100.772	16.041	329.261	1.004	900.154
339.004	404.177	80.056	20.000	100.725	16.121	323.022	1.006	900.195
339.504	404.677	80.054	19.999	100.689	16.200	316.737	1.003	900.178
340.005	405.186	80.054	19.997	100.660	16.277	310.623	1.008	900.174
340.505	405.675	80.053	19.998	100.563	16.354	304.481	0.999	900.147
341.004	406.173	80.056	19.997	100.493	16.437	297.796	0.987	900.184
341.504	406.695	80.057	19.998	100.469	16.530	290.490	1.020	900.160
342.004	407.227	80.053	19.999	100.455	16.616	283.773	1.054	900.197
342.504	407.704	80.052	19.999	100.421	16.698	277.474	1.008	900.166
343.004	408.205	80.053	19.998	100.374	16.777	271.306	0.978	900.187
343.504	408.710	80.052	19.998	100.326	16.848	265.784	1.007	900.161
344.004	409.257	80.056	19.999	100.254	16.911	260.926	1.052	900.190
344.504	409.722	80.054	19.999	100.197	16.977	255.818	1.012	900.164
345.004	410.228	80.053	19.999	100.172	17.045	250.694	0.971	900.203
345.504	410.775	80.053	19.999	100.168	17.112	245.602	1.052	900.198
346.004	411.259	80.050	20.000	100.175	17.184	240.093	1.031	900.191
346.504	411.784	80.052	19.999	100.202	17.254	234.776	1.009	900.195
347.004	412.286	80.054	19.999	100.235	17.331	228.815	1.028	900.212
347.504	412.776	80.053	19.999	100.272	17.409	222.725	0.992	900.150
348.004	413.272	80.055	19.999	100.308	17.490	216.288	0.986	900.222
348.504	413.783	80.054	19.999	100.342	17.573	209.729	1.007	900.168
349.004	414.312	80.053	19.999	100.359	17.665	202.467	1.040	900.203
349.504	414.795	80.055	19.999	100.374	17.755	195.229	1.012	900.177
350.004	415.303	80.054	19.999	100.389	17.846	188.053	0.991	900.194
350.504	415.820	80.054	20.000	100.402	17.935	180.915	1.024	900.206
351.005	416.312	80.054	19.999	100.413	18.029	173.452	1.008	900.230
351.505	416.804	80.052	19.998	100.425	18.114	166.641	0.984	900.209
352.005	417.352	80.052	19.999	100.429	18.201	159.758	1.040	900.180
352.505	417.838	80.052	19.999	100.428	18.286	153.117	1.035	900.216
353.005	418.371	80.050	20.000	100.431	18.365	146.846	1.019	900.181
353.505	418.865	80.054	20.000	100.432	18.444	140.725	1.026	900.187
354.005	419.392	80.051	19.999	100.437	18.517	135.009	1.021	900.207
354.504	419.898	80.053	19.998	100.451	18.598	128.690	1.035	900.199
355.004	420.406	80.055	19.998	100.470	18.666	123.337	1.014	900.186
355.504	420.927	80.055	19.999	100.489	18.743	117.255	1.028	900.220
356.004	421.453	80.053	19.999	100.515	18.811	111.983	1.047	900.212
356.504	421.966	80.054	19.999	100.542	18.882	106.337	1.040	900.219
357.004	422.458	80.054	20.000	100.568	18.949	101.025	1.006	900.210
357.504	422.957	80.057	20.000	100.591	19.009	96.301	0.992	900.218
358.004	423.487	80.055	19.998	100.618	19.069	91.563	1.029	900.225
358.504	423.969	80.056	19.999	100.643	19.129	86.950	1.011	900.250
359.005	424.496	80.057	19.999	100.664	19.184	82.556	1.008	900.211
359.505	424.980	80.053	19.998	100.679	19.239	78.271	1.011	900.253
360.005	425.469	80.055	19.998	100.698	19.294	73.998	0.974	900.236
360.504	426.024	80.055	19.998	100.709	19.345	70.198	1.044	900.250
361.004	426.475	80.051	19.998	100.713	19.393	66.492	1.006	900.265
361.505	427.013	80.050	19.998	100.720	19.441	62.847	0.988	900.276
362.005	427.500	80.049	19.997	100.733	19.484	59.676	1.025	900.226
362.505	428.007	80.051	19.999	100.740	19.530	56.282	0.995	900.242
363.004	428.513	80.052	19.999	100.753	19.573	53.009	1.014	900.224
363.504	428.999	80.051	19.998	100.766	19.611	50.219	0.992	900.223
364.004	429.511	80.052	20.000	100.775	19.647	47.603	0.997	900.231
364.505	429.997	80.053	20.000	100.784	19.688	44.572	0.997	900.230
365.005	430.509	80.052	19.999	100.798	19.721	42.115	0.998	900.274
365.505	431.022	80.053	19.999	100.801	19.758	39.423	1.025	900.214
366.005	431.497	80.054	19.999	100.805	19.787	37.344	0.989	900.244
366.505	432.047	80.053	19.999	100.815	19.819	35.083	1.025	900.257
367.005	432.526	80.052	19.999	100.817	19.850	32.840	1.029	900.238
367.505	433.032	80.050	19.998	100.813	19.879	30.779	0.985	900.229
368.005	433.571	80.053	19.998	100.809	19.908	28.743	1.045	900.278
368.504	434.071	80.056	20.000	100.810	19.934	26.944	1.040	900.262
369.004	434.550	80.052	19.999	100.800	19.957	25.254	0.979	900.247
